act_id,language_pair,matrix_language,category,tarl_level,audience,function_reminder,max_words,text_draft,switch_points,register_note,review_decision,normalized_decision,corrected_text,final_text,text_status,suspected_encoding_damage,source_file
praise-confidence-001,yo-en,Yoruba,praise,word,child,"Praise a confident, clear reading voice.",8,"Ó dára! O ka pẹ̀lú ìgboyà, well done!","Ó dára! O ka pẹ̀lú ìgboyà, [[well done]]!","Keep the tone bright and celebratory — short, punchy praise lands best with young children at word-reading stage.",reject - wrong tone marks,fix,"Ó dára! Ó kàá pẹ̀lú ìgboyà, [[well done]]!","Ó dára! Ó kàá pẹ̀lú ìgboyà, [[well done]]!",approved,no,data/scaffolding/yo-en.csv
praise-self-correct-001,yo-en,Yoruba,praise,any,child,Praise the child for catching and fixing their own mistake.,10,"Ó dára! O ṣe àṣìṣe, o sì ṣe àtúnṣe rẹ̀ dára! Well done!","Ó dára! O ṣe àṣìṣe, o sì ṣe àtúnṣe rẹ̀ dára! [[Well done!]]","Warm and celebratory, making the child feel proud of their own awareness and initiative.",Keep- a teacher could say this as written,keep,,"Ó dára! O ṣe àṣìṣe, o sì ṣe àtúnṣe rẹ̀ dára! Well done!",approved,no,data/scaffolding/yo-en.csv
praise-creative-answer-001,yo-en,Yoruba,praise,story,child,Praise an imaginative answer to an open-ended story question.,12,"Ìdáhùn rẹ dára gan-an! Wow, o ronú nǹkan tó ṣàánú púpọ̀!","Ìdáhùn rẹ dára gan-an! [[Wow]], o ronú nǹkan tó ṣàánú púpọ̀!","Warm and genuinely delighted — celebrate the child's imagination with real enthusiasm, not stiff classroom praise.",Keep- a teacher could say this as written,keep,,"Ìdáhùn rẹ dára gan-an! Wow, o ronú nǹkan tó ṣàánú púpọ̀!",approved,no,data/scaffolding/yo-en.csv
praise-quiet-progress-001,yo-en,Yoruba,praise,letter_syllable,child,Gently praise a shy or quiet child's small progress.,10,"Ó dára! Well done, ọmọ mi. Mo gbọ́ ọ dáadáa.","Ó dára! [[Well done]], ọmọ mi. Mo gbọ́ ọ dáadáa.","Use a soft, warm, unhurried tone — affirming without being loud or overwhelming for a shy child.",Keep- a teacher could say this as written,keep,,"Ó dára! Well done, ọmọ mi. Mo gbọ́ ọ dáadáa.",approved,no,data/scaffolding/yo-en.csv
hint-letter-sound-001,yo-en,Yoruba,hint,beginner,child,Prompt the child to think of the sound the letter makes.,10,Wo lẹ́tà yìí. Ó ń ṣe ohun wo?,Wo lẹ́tà yìí. Ó ń ṣe ohun wo?,"Keep the tone gently curious and patient — like a kind older sibling nudging the child to think, not a teacher testing them.",reject- wrong word usage ,fix,Wo lẹ́tà yìí. Ó ń ṣi ohun wo?,Wo lẹ́tà yìí. Ó ń ṣi ohun wo?,approved,no,data/scaffolding/yo-en.csv
hint-syllable-blend-001,yo-en,Yoruba,hint,letter_syllable,child,Prompt the child to blend the two sounds in the syllable together.,12,"Jẹ́ kí a darapọ̀ mọ́ ara wọn: ṣe àkójọpọ̀, sọ wọ́n papọ̀!","Jẹ́ kí a darapọ̀ mọ́ ara wọn: [[ṣe àkójọpọ̀]], sọ wọ́n papọ̀!","Use a playful, encouraging tone — like clapping two things together — to make blending feel fun and achievable for a young child.",reject- wrong code-switch word and wrong word addition,fix,"Jẹ́ kí a dàápọ̀ mọ́ ara wọn: [[Add them together]], so wọ́n papọ̀!","Jẹ́ kí a dàápọ̀ mọ́ ara wọn: [[Add them together]], so wọ́n papọ̀!",approved,no,data/scaffolding/yo-en.csv
hint-word-first-letter-001,yo-en,Yoruba,hint,word,child,Prompt the child to look at the first letter of the word.,10,Wo lẹ́tà àkọ́kọ́ ọ̀rọ̀ yẹn. Èwo ni?,Wo lẹ́tà àkọ́kọ́ ọ̀rọ̀ yẹn. Èwo ni?,"Warm and gently prompting — no pressure, just redirecting the child's eyes to the first letter as a friendly nudge.",reject- no code switching was inserted,fix,Wo [[letter]] àkọ́kọ́ ọ̀rọ̀ yẹn. Èwo ni?,Wo [[letter]] àkọ́kọ́ ọ̀rọ̀ yẹn. Èwo ni?,approved,no,data/scaffolding/yo-en.csv
hint-word-familiar-001,yo-en,Yoruba,hint,word,child,Suggest the word looks like one they already know.,12,Wo ọ̀rọ̀ yìí dára! Ó dà bí ọ̀rọ̀ tí o mọ̀ tẹ́lẹ̀.,[[Wo]] ọ̀rọ̀ yìí dára! Ó dà bí ọ̀rọ̀ tí o mọ̀ tẹ́lẹ̀.,"Keep a gentle, encouraging tone — like a kind older sibling nudging the child to trust what they already know.",reject- wrong code-switch word,fix,Woọ̀rọ̀ yìí [[very well]]! Ó dà bí ọ̀rọ̀ tí o mọ̀ tẹ́lẹ̀.,Woọ̀rọ̀ yìí [[very well]]! Ó dà bí ọ̀rọ̀ tí o mọ̀ tẹ́lẹ̀.,approved,no,data/scaffolding/yo-en.csv
hint-sentence-context-001,yo-en,Yoruba,hint,paragraph,child,Suggest using the rest of the sentence as a clue for the tricky word.,14,Wo ó! Wo àwọn ọ̀rọ̀ mìíràn nínú gbolohun náà — wọn lè ràn ọ́ lọ́wọ́.,Wo ó! Wo àwọn ọ̀rọ̀ mìíràn nínú gbolohun náà — wọn lè ràn ọ́ lọ́wọ́.,"Use a warm, gently encouraging tone — like a patient teacher leaning in to share a little secret with the child.",reject- no code switching was inserted,fix,[[look]]! Wo àwọn ọ̀rọ̀ mìíràn nínú u gbólóhùn náà — wọ́n lè ràn ọ́ lọwọ́́.,[[look]]! Wo àwọn ọ̀rọ̀ mìíràn nínú u gbólóhùn náà — wọ́n lè ràn ọ́ lọwọ́́.,approved,no,data/scaffolding/yo-en.csv
hint-story-context-001,yo-en,Yoruba,hint,story,child,Suggest thinking about what would make sense in the story so far.,14,Rò ó! Kí ló ṣẹlẹ̀ nínú ìtàn wa? Èyí tó bá ìtàn mu ni ó tọ̀.,Rò ó! Kí ló ṣẹlẹ̀ nínú ìtàn wa? Èyí tó bá ìtàn mu ni ó tọ̀.,"Warm and encouraging, using a gentle nudge to prompt story recall without any pressure, as a caring classroom teacher would.",reject- no code switching was inserted,fix,Rò ó! Kí ló ṣẹlẹ̀ nínú ìtàn wa? Èyí tó bá ìtàn mu ni [[right one]],Rò ó! Kí ló ṣẹlẹ̀ nínú ìtàn wa? Èyí tó bá ìtàn mu ni [[right one]],approved,no,data/scaffolding/yo-en.csv
hint-comprehension-001,yo-en,Yoruba,hint,story,child,Suggest thinking back to what happened earlier in the story.,12,Rántí ohun tó ṣẹlẹ̀ ní ìbẹ̀rẹ̀ ìtàn wa. Think back!,Rántí ohun tó ṣẹlẹ̀ ní ìbẹ̀rẹ̀ ìtàn wa. [[Think back!]],"Warm and gently encouraging — like a patient teacher nudging the child to recall, not pressuring them.",Keep- a teacher could say this as written,keep,Rántí ohun tó ṣẹlẹ̀ ní ìbẹ̀rẹ̀ ìtàn wa. [[Think back!]],Rántí ohun tó ṣẹlẹ̀ ní ìbẹ̀rẹ̀ ìtàn wa. Think back!,approved,no,data/scaffolding/yo-en.csv
hint-slow-sound-out-001,yo-en,Yoruba,hint,letter_syllable,child,"Suggest sounding out the syllable slowly, one part at a time.",12,"Jẹ ká gbiyanju lẹ́ẹ̀kan sí i. Sọ ohun kọ̀ọ̀kan lọ́ra lọ́ra, slowly!","Jẹ ká gbiyanju lẹ́ẹ̀kan sí i. Sọ ohun kọ̀ọ̀kan lọ́ra lọ́ra, [[slowly]]!","Keep the tone gently encouraging and unhurried, like a patient older friend coaxing the child — no pressure, just an invitation to try again.",reject- wrong word addition ,fix,"Jẹ ká gbiyanju lẹ́ẹ̀kan sí i. Sọ ohun kọ̀ọ̀kan , [[slowly]]!","Jẹ ká gbiyanju lẹ́ẹ̀kan sí i. Sọ ohun kọ̀ọ̀kan , [[slowly]]!",approved,no,data/scaffolding/yo-en.csv
hint-look-again-001,yo-en,Yoruba,hint,word,child,Suggest looking at the word again carefully before answering.,10,Dúró! Wo ọ̀rọ̀ náà mọ́jú kíyèsí àárọ̀ rẹ̀ — look again!,Dúró! Wo ọ̀rọ̀ náà mọ́jú kíyèsí àárọ̀ rẹ̀ — [[look again]]!,"Warm but gently firm — like a caring teacher tapping the brakes on a child who is rushing, using a brief English phrase to signal a familiar classroom reset routine.",reject- wrong word addition ,fix,Dúró! Wo ọ̀rọ̀ náà mójú kíyèsí  rẹ̀ — [[look again]]!,Dúró! Wo ọ̀rọ̀ náà mójú kíyèsí  rẹ̀ — [[look again]]!,approved,no,data/scaffolding/yo-en.csv
hint-break-it-down-001,yo-en,Yoruba,hint,paragraph,child,Suggest breaking the sentence into smaller chunks.,12,"Jẹ́ ká gbìyànjú — broken si awọn ìpín kéékéré, ó dára?","Jẹ́ ká gbìyànjú — [[broken]] si awọn ìpín kéékéré, ó dára?","Warm and inviting, framing the strategy as a shared adventure rather than a correction, so the child feels supported not criticised.",reject- wrong code-switch word and wrong choice,fix,"Jẹ́ ká gbìyànjú  ká á[[break]] sí àwọn ìpín kéékéré, ṣé ó dára?","Jẹ́ ká gbìyànjú  ká á[[break]] sí àwọn ìpín kéékéré, ṣé ó dára?",approved,no,data/scaffolding/yo-en.csv
hint-picture-clue-001,yo-en,Yoruba,hint,word,child,Suggest thinking of a picture that matches the word.,10,Ronu: kí ni àwòrán rẹ̀ trông bii? Draw am lórí ọkàn rẹ!,Ronu: kí ni àwòrán rẹ̀ trông bii? [[Draw]] am lórí ọkàn rẹ!,"Warm and playful, inviting the child to visualise rather than feel pressured — as if a kind teacher is whispering a fun secret tip.",reject- sentence have some  wrong ideas ,fix,Ronu: kí ni àwòrán rẹ̀ jọ? [[Draw]] rẹ̀ láti orí rẹ̀ẹ,Ronu: kí ni àwòrán rẹ̀ jọ? [[Draw]] rẹ̀ láti orí rẹ̀ẹ,approved,no,data/scaffolding/yo-en.csv
hint-try-whisper-001,yo-en,Yoruba,hint,beginner,child,Suggest whispering the sound first before saying it aloud.,10,Ẹ má bẹ̀rù! Whisper ohun náà kánkán fún mi.,Ẹ má bẹ̀rù! [[Whisper]] ohun náà kánkán fún mi.,"Warm and reassuring — open with comfort before the gentle instruction, so the child feels safe to try.",reject- wrong word addition ,fix,Ẹ má bẹ̀rù! [[Whisper]] ohun náà  fún mi.,Ẹ má bẹ̀rù! [[Whisper]] ohun náà  fún mi.,approved,no,data/scaffolding/yo-en.csv
correction-letter-soft-001,yo-en,Yoruba,correction,beginner,child,"Gently correct a misread letter sound without saying ""wrong"".",10,"Ó dára, ṣùgbọ́n ẹ̀kọ́ náà jẹ́ ""try again"" — tún gbọ́ó.","Ó dára, ṣùgbọ́n ẹ̀kọ́ náà jẹ́ ""[[try again]]"" — tún gbọ́ó.","Use a soft, encouraging tone — affirm the child's effort before gently redirecting, so they feel safe to try again.",reject- omitted punctuation,fix,"Ó dára, ṣùgbọ́n ẹ̀kọ́ náà jẹ́? ""[[try again]]"" — tún gbọ́ó.","Ó dára, ṣùgbọ́n ẹ̀kọ́ náà jẹ́? ""[[try again]]"" — tún gbọ́ó.",approved,no,data/scaffolding/yo-en.csv
correction-syllable-soft-001,yo-en,Yoruba,correction,letter_syllable,child,Gently correct a misread syllable.,10,"Ẹ̀yẹ! Jẹ́ ká gbìyànjú lẹ́ẹ̀kan sí i, try again!","Ẹ̀yẹ! Jẹ́ ká gbìyànjú lẹ́ẹ̀kan sí i, [[try again]]!","Keep the tone soft and encouraging — acknowledge the child's effort before gently inviting a second attempt, avoiding any sense of shame.",reject- wrong word choice ,fix,"Óyá! Jẹ́ ká gbìyànjú lẹ́ẹ̀kan sí i, [[try again]]!","Óyá! Jẹ́ ká gbìyànjú lẹ́ẹ̀kan sí i, [[try again]]!",approved,no,data/scaffolding/yo-en.csv
correction-word-soft-001,yo-en,Yoruba,correction,word,child,Gently correct a misread word.,10,"Ẹ̀yin ọmọ, gbiyanjú mọ́. Ọ̀rọ̀ náà jẹ́ ""aso"", ṣe try again.","Ẹ̀yin ọmọ, gbiyanjú mọ́. Ọ̀rọ̀ náà jẹ́ ""aso"", ṣe [[try again]].","Warm and encouraging, keeping the correction gentle so the child feels safe to try again without embarrassment.",reject- omission of a word  and wrong word addition,fix,"Ẹ̀yin ọmọ, ẹ́ gbiyanjú mọ́. Ọ̀rọ̀ náà jẹ́ ""aso"", [[try again]].","Ẹ̀yin ọmọ, ẹ́ gbiyanjú mọ́. Ọ̀rọ̀ náà jẹ́ ""aso"", [[try again]].",approved,no,data/scaffolding/yo-en.csv
correction-sentence-soft-001,yo-en,Yoruba,correction,paragraph,child,Gently correct a misread sentence within a paragraph.,12,"Ẹ jẹ ká gbìyànjú mọ̀. Jọwọ, ka gbólóọ̀run náà lẹ́ẹ̀kan sí i.","Ẹ jẹ ká [[try]] mọ̀. Jọwọ, ka gbólóọ̀run náà lẹ́ẹ̀kan sí i.","Stay warm and unhurried — frame the correction as a friendly second chance, not a reprimand, so the child feels safe to try again.",reject- omission of a word  and wrong spelling ,fix,"Ẹ jẹ ká [[try]]mọọ́. Jọ̀wọ́, ka gbólóhun náà lẹ́ẹ̀kan sí i.","Ẹ jẹ ká [[try]]mọọ́. Jọ̀wọ́, ka gbólóhun náà lẹ́ẹ̀kan sí i.",approved,no,data/scaffolding/yo-en.csv
correction-model-pronunciation-001,yo-en,Yoruba,correction,word,child,Model the correct pronunciation and ask the child to repeat it.,12,"Gbọ́ dáadáa: ""ọ̀wọ̀."" Ẹ̀yin repeat rẹ̀ — ""ọ̀wọ̀!""","Gbọ́ dáadáa: ""ọ̀wọ̀."" Ẹ̀yin [[repeat]] rẹ̀ — ""ọ̀wọ̀!""","Warm and encouraging, slowing down on the modelled word so the child can hear each sound clearly, without any hint of scolding.",reject- wrong word addition ,fix,"Gbọ́ dáadáa: ""ọ̀wọ̀."" [[Repeat]] rẹ̀  ""ọ̀wọ̀!""","Gbọ́ dáadáa: ""ọ̀wọ̀."" [[Repeat]] rẹ̀  ""ọ̀wọ̀!""",approved,no,data/scaffolding/yo-en.csv
correction-comprehension-001,yo-en,Yoruba,correction,story,child,Gently correct a misunderstanding without discouraging the child.,12,"Ò tó! Ẹ jẹ ká tún wo ìtàn náà, sai? Kí ni ó sọ?","Ò tó! Ẹ jẹ ká tún wo ìtàn náà, [[sai?]] Kí ni ó sọ?","Keep the tone soft and curious, not corrective — invite the child back into the story as a shared discovery rather than pointing out a mistake.",reject- wrong tone mark and wrong code-switching,fix,"Ó tó! Ẹ jẹ́ ká tún wo ìtàn náà, [[so]] Kí ni ó sọ?","Ó tó! Ẹ jẹ́ ká tún wo ìtàn náà, [[so]] Kí ni ó sọ?",approved,no,data/scaffolding/yo-en.csv
correction-skip-word-001,yo-en,Yoruba,correction,paragraph,child,Point out gently that a word was skipped and ask them to include it.,12,"Ó dára, ṣùgbọ́n ọ̀rọ̀ kan wà tí o fo. Jẹ́ ká try again!","Ó dára, ṣùgbọ́n ọ̀rọ̀ kan wà tí o fo. Jẹ́ ká [[try again]]!","Keep the tone encouraging and light — acknowledge the child's effort first before pointing out the skip, so they don't feel discouraged.",Keep- a teacher could say this as written,keep,,"Ó dára, ṣùgbọ́n ọ̀rọ̀ kan wà tí o fo. Jẹ́ ká try again!",approved,no,data/scaffolding/yo-en.csv
correction-mixed-up-order-001,yo-en,Yoruba,correction,word,child,Point out that the sounds came out in the wrong order and ask for another try.,12,"Ọmọ mi, ó dára, ṣùgbọ́n ìtọ́sọ̀nà ohùn náà yí padà. Jẹ́ ká try again!","Ọmọ mi, ó dára, ṣùgbọ́n ìtọ́sọ̀nà ohùn náà yí padà. Jẹ́ ká [[try again]]!","Warm and gently corrective — acknowledge the effort first, then redirect with light energy so the child feels safe to try once more.",Keep- a teacher could say this as written,keep,,"Ọmọ mi, ó dára, ṣùgbọ́n ìtọ́sọ̀nà ohùn náà yí padà. Jẹ́ ká try again!",approved,no,data/scaffolding/yo-en.csv
correction-persistent-error-001,yo-en,Yoruba,correction,any,child,Calmly acknowledge repeated difficulty and offer to move on for now.,14,"Kò burú, ẹ jẹ ká skip èyí kí a siwaju.","Kò burú, ẹ jẹ ká [[skip]] èyí kí a siwaju.","Keep the tone gentle and reassuring — the child needs to feel safe, not ashamed, after repeated struggle.",reject- wrong tone mark and wrong word choice,fix,"Kò burú, ẹ jẹ ká [[skip]] èyí kí á tèsíwájú.","Kò burú, ẹ jẹ ká [[skip]] èyí kí á tèsíwájú.",approved,no,data/scaffolding/yo-en.csv
correction-mispronounce-name-001,yo-en,Yoruba,correction,story,child,Gently correct a mispronounced character or place name in a story.,12,Ó dára! Ṣùgbọ́n jẹ́ ká sọ orúkọ rẹ̀ pọ̀: repeat after me — Àmíná.,Ó dára! Ṣùgbọ́n jẹ́ ká sọ orúkọ rẹ̀ pọ̀: [[repeat after me]] — Àmíná.,"Keep the tone light and encouraging — acknowledge the child's effort before gently redirecting, never making the correction feel like a scolding.",Keep- a teacher could say this as written,keep,,Ó dára! Ṣùgbọ́n jẹ́ ká sọ orúkọ rẹ̀ pọ̀: repeat after me — Àmíná.,approved,no,data/scaffolding/yo-en.csv
level-up-beginner-to-letter-001,yo-en,Yoruba,level_transition,beginner,child,Announce moving up from beginner to letter/syllable level.,14,"Ó dára! O ṣe dáradára. Jẹ ká wo àwọn lẹ́tà báyìí, ṣe é bẹ́ẹ̀?","[[Ó dára]]! O ṣe dáradára. Jẹ ká wo àwọn lẹ́tà báyìí, ṣe é bẹ́ẹ̀?","Warm and celebratory — match the excitement of a milestone moment, keeping language very short and encouraging for a beginner reader.",reject- wrong code-switch word and wrong spelling,fix,"That's good! O ṣe dáadáa. Jẹ ká wo àwọn lẹ́tà báyìí, ṣe é bẹ́ẹ̀?","That's good! O ṣe dáadáa. Jẹ ká wo àwọn lẹ́tà báyìí, ṣe é bẹ́ẹ̀?",approved,no,data/scaffolding/yo-en.csv
level-up-letter-to-word-001,yo-en,Yoruba,level_transition,letter_syllable,child,Announce moving up from letter/syllable to word level.,14,Ó dára! O ti ṣe é! Jẹ ká lọ kà ọ̀rọ̀ pọ̀ báyìí.,Ó dára! [[O ti ṣe é!]] Jẹ ká lọ kà ọ̀rọ̀ pọ̀ báyìí.,Warm and celebratory — give the child a clear sense of achievement before gently nudging them forward.,reject-wrong code switch,fix,Ó dára! [[you have done it]] Jẹ ká lọ kà ọ̀rọ̀ pọ̀ báyìí.,Ó dára! [[you have done it]] Jẹ ká lọ kà ọ̀rọ̀ pọ̀ báyìí.,approved,no,data/scaffolding/yo-en.csv
level-up-word-to-paragraph-001,yo-en,Yoruba,level_transition,word,child,Announce moving up from word to paragraph level.,14,Ẹ wà o! O ṣe daradara. Jẹ ká ka paragraph papọ̀ bayi!,[[Ẹ wà o]]! O ṣe daradara. Jẹ ká ka [[paragraph]] papọ̀ bayi!,"Use bright, celebratory warmth — this is a mini milestone moment, so the tone should feel like a cheer, not a flat announcement.",reject- wrong code-switch ,fix,Ẹ wà o! O ṣe daradara. Jẹ ká ka [[paragraph]] papọ̀ bayi!,Ẹ wà o! O ṣe daradara. Jẹ ká ka [[paragraph]] papọ̀ bayi!,approved,no,data/scaffolding/yo-en.csv
level-up-paragraph-to-story-001,yo-en,Yoruba,level_transition,paragraph,child,Announce moving up from paragraph to story level.,14,Ẹ wà! Ó dára púpọ̀! A máa ń ka ìtàn nísinsìnyí. Well done!,Ẹ wà! Ó dára púpọ̀! A máa ń ka ìtàn nísinsìnyí. [[Well done!]],"Use bright, celebratory energy — this is a proud milestone moment for the child, so warmth and genuine excitement should shine through without sounding overly formal.",reject- wrong word addition ,fix,Ẹ wà! Ó dára púpọ̀! A máa ka ìtàn nísinsìnyí. [[Well done!]],Ẹ wà! Ó dára púpọ̀! A máa ka ìtàn nísinsìnyí. [[Well done!]],approved,no,data/scaffolding/yo-en.csv
level-stay-beginner-001,yo-en,Yoruba,level_transition,beginner,child,Reassure the child they're staying at beginner level to build confidence.,14,"Ó dára, a máa ń ṣe àtúnyẹ̀wò papọ̀ rẹ̀. Keep going, ìwọ ń ṣe dáadáa!","Ó dára, a máa ń ṣe àtúnyẹ̀wò papọ̀ rẹ̀. [[Keep going]], ìwọ ń ṣe dáadáa!","Warm and reassuring — celebrate effort rather than the outcome, so the child feels safe and motivated to keep trying.",Keep- a teacher could say this as written,keep,,"Ó dára, a máa ń ṣe àtúnyẹ̀wò papọ̀ rẹ̀. Keep going, ìwọ ń ṣe dáadáa!",approved,no,data/scaffolding/yo-en.csv
level-stay-letter-001,yo-en,Yoruba,level_transition,letter_syllable,child,Reassure the child they're staying at letter/syllable level.,14,"Ó dára, a máa wà níbí. A óò practice lẹ́tà pọ̀ síi!","Ó dára, a máa wà níbí. A óò [[practice]] lẹ́tà pọ̀ síi!","Keep the tone gently reassuring and upbeat — the child should feel safe staying at this level, not disappointed.",Keep- a teacher could say this as written,keep,,"Ó dára, a máa wà níbí. A óò practice lẹ́tà pọ̀ síi!",approved,no,data/scaffolding/yo-en.csv
level-stay-word-001,yo-en,Yoruba,level_transition,word,child,Reassure the child they're staying at word level.,14,"Kò tọ̀pọ̀lọpọ̀! A máa ń ṣe àwọn ọ̀rọ̀ síi papọ̀, okay?","Kò tọ̀pọ̀lọpọ̀! A máa ń ṣe àwọn ọ̀rọ̀ síi papọ̀, [[okay]]?",Keep the tone gentle and reassuring — no hint of disappointment — so the child feels safe to keep trying.,reject-wrong word choice and insertion,fix,"Kòpò lọ́pọ̀lọpọ̀! A máa  ṣe àwọn ọ̀rọ̀ síi papọ̀, [[okay]]?","Kòpò lọ́pọ̀lọpọ̀! A máa  ṣe àwọn ọ̀rọ̀ síi papọ̀, [[okay]]?",approved,no,data/scaffolding/yo-en.csv
level-stay-paragraph-001,yo-en,Yoruba,level_transition,paragraph,child,Reassure the child they're staying at paragraph level.,14,"Ó dára, a ó máa ṣiṣẹ pẹ̀lú paragraph. O ń ṣe dáadáa!","Ó dára, a ó máa ṣiṣẹ pẹ̀lú [[paragraph]]. O ń ṣe dáadáa!","Keep the tone warm and encouraging — celebrate effort, not failure, so the child feels safe staying at this level.",Keep- a teacher could say this as written,keep,,"Ó dára, a ó máa ṣiṣẹ pẹ̀lú paragraph. O ń ṣe dáadáa!",approved,no,data/scaffolding/yo-en.csv
level-down-word-to-letter-001,yo-en,Yoruba,level_transition,word,child,Gently explain the child will practice letter/syllable items for a bit.,16,"Ó dára, ẹ jẹ́ ká ṣe àtúnyẹ̀wò lẹ́tà díẹ̀ papọ̀. Ready? Jẹ́ kí a bẹ̀rẹ̀!","Ó dára, ẹ jẹ́ ká ṣe àtúnyẹ̀wò lẹ́tà díẹ̀ papọ̀. [[Ready?]] Jẹ́ kí a bẹ̀rẹ̀!","Use an upbeat, reassuring tone — frame the level drop as a fun new game, not a setback, so the child feels encouraged rather than discouraged.",Keep- a teacher could say this as written,keep,,"Ó dára, ẹ jẹ́ ká ṣe àtúnyẹ̀wò lẹ́tà díẹ̀ papọ̀. Ready? Jẹ́ kí a bẹ̀rẹ̀!",approved,no,data/scaffolding/yo-en.csv
level-first-assessment-001,yo-en,Yoruba,level_transition,any,child,Explain that this first session is about finding the right starting level.,16,"Ẹ káàbọ̀! Ní ìtẹ̀jáde àkọ́kọ́ yìí, a ó wá ìpele tó dára jù fún ọ.","Ẹ káàbọ̀! Ní ìtẹ̀jáde àkọ́kọ́ yìí, a ó wá [[level]] tó dára jù fún ọ.","Warm and welcoming, like a friendly teacher greeting a child on their very first day — gentle, unhurried, and reassuring.",Keep- a teacher could say this as written,keep,,"Ẹ káàbọ̀! Ní ìtẹ̀jáde àkọ́kọ́ yìí, a ó wá ìpele tó dára jù fún ọ.",approved,no,data/scaffolding/yo-en.csv
encourage-tired-001,yo-en,Yoruba,encouragement,any,child,Encourage a child who seems to be losing focus or getting tired.,12,"Ẹ̀yẹ kékeré, o ṣe dára! Keep going, a fẹ́rẹ̀ parí!","Ẹ̀yẹ kékeré, o ṣe dára! [[Keep going]], a fẹ́rẹ̀ parí!",Warm and gently energising — like a kind teacher leaning in with a whispered cheer to help a tired child push through the last stretch.,reject- wrong word choice ,fix,"ìyí kékeré, o ṣe dára! [[Keep going]], a fẹ́rẹ̀ parí!","ìyí kékeré, o ṣe dára! [[Keep going]], a fẹ́rẹ̀ parí!",approved,no,data/scaffolding/yo-en.csv
encourage-frustrated-001,yo-en,Yoruba,encouragement,any,child,Reassure a child who seems frustrated after a few misses in a row.,12,"Ẹ má worry, ọmọ mi! Ìdánwò ni — ìwọ ń ṣe dáadáa.","[[Ẹ má worry]], ọmọ mi! Ìdánwò ni — ìwọ ń ṣe dáadáa.","Warm and soothing, like a kind teacher leaning in close; avoids any tone of evaluation or pressure so the child feels safe to keep trying.",reject- wrong code-switching,fix,"Ẹ má [[worry]], ọmọ mi! Ìdánwò ni — ìwọ ń ṣe dáadáa.","Ẹ má [[worry]], ọmọ mi! Ìdánwò ni — ìwọ ń ṣe dáadáa.",approved,no,data/scaffolding/yo-en.csv
encourage-nervous-001,yo-en,Yoruba,encouragement,any,child,Reassure a shy or nervous-sounding child before they begin.,12,"Ẹ̀rù má bà ọ, ọmọ mi. Ìwọ lè ṣe é — no worries rárá!","Ẹ̀rù má bà ọ, ọmọ mi. Ìwọ lè ṣe é — [[no worries]] rárá!","Speak gently and slowly with a warm, almost-whisper tone, like a kind elder calming a child before they take a first step.",Keep- a teacher could say this as written,keep,,"Ẹ̀rù má bà ọ, ọmọ mi. Ìwọ lè ṣe é — no worries rárá!",approved,no,data/scaffolding/yo-en.csv
encourage-halfway-001,yo-en,Yoruba,encouragement,any,child,"Encourage the child partway through, noting they're doing this well.",12,"Ó dára! O ṣe dáadáa, keep it up! Ẹ̀kọ́ wa fẹ́rẹ̀ parí.","Ó dára! O ṣe dáadáa, [[keep it up]]! Ẹ̀kọ́ wa fẹ́rẹ̀ parí.","Warm and celebratory, with a quick motivational nudge to carry the child cheerfully into the second half of the session.",Keep- a teacher could say this as written,keep,,"Ó dára! O ṣe dáadáa, keep it up! Ẹ̀kọ́ wa fẹ́rẹ̀ parí.",approved,no,data/scaffolding/yo-en.csv
encourage-hard-item-001,yo-en,Yoruba,encouragement,paragraph,child,Encourage the child before a noticeably harder item.,12,"Ó dára! Ìbéèrè tó ń bọ̀ yìí le díẹ̀, ṣùgbọ́n mo gbádùn fún ọ!","Ó dára! Ìbéèrè tó ń bọ̀ yìí le díẹ̀, ṣùgbọ́n mo [[trust]] fún ọ!","Warm and upbeat, celebrating the child's effort so far while building confidence before a harder challenge — like a kind older sibling cheering them on.",reject- wrong word choice and omission,fix,"Ó dára! Ìbéèrè tó ń bẹ́rẹ̀ẹ̀ yìí le díẹ̀, ṣùgbọ́n mo ni [[trust]] fún ọ!","Ó dára! Ìbéèrè tó ń bẹ́rẹ̀ẹ̀ yìí le díẹ̀, ṣùgbọ́n mo ni [[trust]] fún ọ!",approved,no,data/scaffolding/yo-en.csv
encourage-after-break-001,yo-en,Yoruba,encouragement,any,child,Welcome the child back warmly after a pause in the session.,12,"Ẹ káàbọ̀ padà! Welcome back, jẹ́ ká tẹ̀síwájú papọ̀ nhẹ̀!","Ẹ káàbọ̀ padà! [[Welcome back]], jẹ́ ká tẹ̀síwájú papọ̀ nhẹ̀!","Warm and bright, like a teacher clapping hands gently to signal a happy fresh start — no pressure, just joy at the child returning.",reject-wrong word choice,fix,"Ẹ káàbọ̀ padà! [[Welcome back]], jẹ́ ká tẹ̀síwájú papọ̀ ","Ẹ káàbọ̀ padà! [[Welcome back]], jẹ́ ká tẹ̀síwájú papọ̀ ",approved,no,data/scaffolding/yo-en.csv
